image_id,question_type,reason_code,detail
kv2/kinect2data/002783_2014-06-22_19-26-17_094959634447_rgbf000079-resize,existence,NO_ELIGIBLE_OBJECTS,
kv2/kinect2data/002868_2014-06-01_15-14-24_094959634447_rgbf000150-resize,existence,NO_ELIGIBLE_OBJECTS,
kv2/kinect2data/002946_2014-06-26_15-56-31_094959634447_rgbf000044-resize,existence,NO_ELIGIBLE_OBJECTS,
kv2/kinect2data/002948_2014-06-26_15-56-56_094959634447_rgbf000075-resize,existence,NO_ELIGIBLE_OBJECTS,
realsense/lg/2014_10_24-13_44_19-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/lg/2014_10_25-17_28_43-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/lg/2014_10_27-15_34_33-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/lg/2014_10_28-15_33_13-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/lg/2014_10_30-15_29_32-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/lg/2014_10_30-15_30_03-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/lg/2014_10_30-15_42_28-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/sa/2014_10_22-16_11_53-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/sa/2014_10_22-16_12_07-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/sa/2014_10_22-16_12_24-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/sa/2014_10_22-16_12_42-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/sa/2014_10_23-15_03_54-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/sa/2014_10_23-15_17_55-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/sa/2014_10_24-20_58_30-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/sa/2014_10_24-21_03_00-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/shr/2014_12_18-14_00_18-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/shr/2014_12_18-14_00_45-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/shr/2014_12_18-14_23_18-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/shr/2014_12_18-14_34_58-1311000073,existence,NO_ELIGIBLE_OBJECTS,
realsense/shr/2014_12_18-16_22_58-1311000073,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/brown_bm_4/brown_bm_4/0002151-000072394740,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/brown_cs_7/brown_cs7/0001441-000048502342,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/harvard_corridor_lounge/hv_lounge3_2/0000196-000006535620,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/harvard_corridor_lounge/hv_lounge_corridor3_whole_floor/0005803-000194560380,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/harvard_restroom_1/hv_restroom1_1/0000609-000020438188,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/harvard_restroom_1/hv_restroom1_2/0000727-000024332616,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/harvard_restroom_2/hv_restroom4_2/0000496-000016600005,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/home_ac/home_ac_scan2_2012_aug_22/0009237-001142234009,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/hotel_barcelona/scan1_2012_july_23/0002254-000217664993,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/hotel_stb/scan1/0005741-000314928009,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_26_100/classroom_26100_nov_2_2012_scan1_erika/0009809-000425207200,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_32_123/123_1/0011789-000395091508,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_32_d446/d446_1/0003344-000112043988,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_32_g460/g460_1/0002508-000084127901,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_32_g460/g460_1/0003202-000107421521,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_32_g660/g660_1/0002199-000073735822,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_32_g7_lounge/g7_lounge_1/0000140-000004658724,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_32_lounge_d429/d4_lounge_1/0000335-000011194344,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_32_pingpong/pingpong_1/0001031-000034521480,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_46_6bathroom/bcs_floor6_restroom/0001031-000034823124,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0013087-000438912573,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_6_120/classroom_6120_nov_2_2012_scan1_erika/0000851-000037485288,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_76_417/76-417a/0009266-000310592772,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_76_417/76-417a/0010998-000368642484,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_dorm_mcc_eflr6/dorm_mcc_eflr6_oct_31_2012_scan1_erika/0008399-000369189975,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_dorm_sh_basement/dorm_sh_basement_oct_28_2012_scan1_erika/0000003-000000113202,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_gym_z_squash/gym_z_squash_scan1_oct_26_2012_erika/0002594-000107955036,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_w16/kresge_back/0013206-000569680886,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_w16/kresge_stage/0015309-000675313884,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_w20_flr4/sc_flr4_oct_29_2012_scan1_erika/0013551-000574575663,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_w85_basement/wg_laundary_1/0000212-000007097665,existence,NO_ELIGIBLE_OBJECTS,
xtion/sun3ddata/mit_w85_basement/wg_laundary_1/0000929-000031128637,existence,NO_ELIGIBLE_OBJECTS,
xtion/xtion_align_data/2014_12_18_11_45_15,existence,NO_ELIGIBLE_OBJECTS,
xtion/xtion_align_data/2014_12_18_14_0_9,existence,NO_ELIGIBLE_OBJECTS,
xtion/xtion_align_data/2014_12_18_14_22_22,existence,NO_ELIGIBLE_OBJECTS,
xtion/xtion_align_data/2014_12_18_14_23_38,existence,NO_ELIGIBLE_OBJECTS,
xtion/xtion_align_data/2014_12_18_15_53_54,existence,NO_ELIGIBLE_OBJECTS,
xtion/xtion_align_data/2014_12_18_16_25_14,existence,NO_ELIGIBLE_OBJECTS,
